,name,business_status,rating,price_level,types,vicinity
175,McDonald's,OPERATIONAL,3.8,1.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1737 W Fullerton Ave, Chicago"
176,Wilde Bar & Restaurant,OPERATIONAL,4.5,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","3130 N Broadway, Chicago"
177,Ranalli's Lincoln Park,OPERATIONAL,4.3,2.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1925 N Lincoln Ave, Chicago"
178,Conrad's Grill,OPERATIONAL,4.7,,"['restaurant', 'food', 'point_of_interest', 'establishment']","1422 N Milwaukee Ave, Chicago"
179,Portillo's Hot Dogs,OPERATIONAL,4.4,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","100 W Ontario St, Chicago"
0,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
1,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
2,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
3,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
4,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
5,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
6,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
7,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
8,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
9,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
10,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
11,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
12,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
13,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
14,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
15,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
16,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
17,CinCin Restaurant,OPERATIONAL,4.5,2.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","7838 Germantown Ave, Philadelphia"
18,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
19,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
20,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
21,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
22,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
23,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
24,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
25,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
26,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
27,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
28,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
29,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
30,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
31,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
32,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
33,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
34,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
35,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
36,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
37,CinCin Restaurant,OPERATIONAL,4.5,2.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","7838 Germantown Ave, Philadelphia"
38,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
39,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
40,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
41,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
42,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
43,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
44,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
45,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
46,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
47,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
48,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
49,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
50,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
51,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
52,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
53,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
54,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
55,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
56,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
57,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
58,Gran Sabor Latino Restaurant,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 N Franklin St, Lancaster"
59,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
60,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
61,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
62,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
63,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
64,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
65,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
66,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
67,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
68,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
69,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
70,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
71,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
72,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
73,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
74,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
75,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
76,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
77,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
78,Gran Sabor Latino Restaurant,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 N Franklin St, Lancaster"
79,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
80,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
81,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
82,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
83,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
84,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
85,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
86,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
87,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
88,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
89,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
90,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
91,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
92,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
93,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
94,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
95,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
96,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
97,CinCin Restaurant,OPERATIONAL,4.5,2.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","7838 Germantown Ave, Philadelphia"
98,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
99,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
100,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
101,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
102,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
103,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
104,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
105,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
106,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
107,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
108,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
109,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
110,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
111,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
112,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
113,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
114,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
115,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
116,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
117,CinCin Restaurant,OPERATIONAL,4.5,2.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","7838 Germantown Ave, Philadelphia"
118,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
119,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
120,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
121,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
122,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
123,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
124,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
125,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
126,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
127,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
128,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
129,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
130,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
131,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
132,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
133,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
134,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
135,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
136,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
137,CinCin Restaurant,OPERATIONAL,4.5,2.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","7838 Germantown Ave, Philadelphia"
138,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
139,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
140,Himalayan Curry & Grill,OPERATIONAL,4.6,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","22 E Orange St, Lancaster"
141,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
142,Lee's Kitchen,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","930 N 29th St, Philadelphia"
143,El Limon,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","38 E Butler Ave, Ambler"
144,QDOBA Mexican Eats,OPERATIONAL,4.2,1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","2669A MacArthur Rd, Whitehall"
145,"the Metropolitan, American Diner & Bar",OPERATIONAL,4.4,2.0,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']","750 Upper State Rd, North Wales"
146,Olive Garden Italian Restaurant,OPERATIONAL,4.3,2.0,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1700 Crossing Dr, Wyomissing"
147,Crust,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","872 Lancaster Ave, Bryn Mawr"
148,Cantina Feliz,OPERATIONAL,4.4,2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","424 S Bethlehem Pike, Fort Washington"
149,Damascus,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","449 N 2nd St, Allentown"
150,Winger's,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","819 E Lancaster Ave, Villanova"
151,La Cocina Restaurant,OPERATIONAL,4.4,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","111 E King St, Lancaster"
152,Sahara Mediterranean Cuisine,OPERATIONAL,4.7,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","5661 Hamilton Blvd #3, Allentown"
153,Shake Shack,OPERATIONAL,4.2,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","160 N Gulph Rd Suite 233, King of Prussia"
154,Chiangmai,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","108 Fayette St, Conshohocken"
155,Nice Chinese Restaurant,OPERATIONAL,3.9,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","106 Wallace Ave, Downingtown"
156,Rice Family,OPERATIONAL,4.4,2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","2952 Lehigh St, Allentown"
157,The Perk,OPERATIONAL,4.6,2.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","501 E Walnut St, Perkasie"
158,Gran Sabor Latino Restaurant,OPERATIONAL,4.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","120 N Franklin St, Lancaster"
159,Torre,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2960 Center Valley Pkwy, Center Valley"
160,Brian's,OPERATIONAL,4.7,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","9 Klines Ct, Lambertville"
161,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","1980 S 4th St, Allentown"
162,Waffle House,OPERATIONAL,4.2,1.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1783 Airport Rd, Allentown"
163,Hachi,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","4275 County Line Rd #9, Chalfont"
164,La Cocina Mexicana,OPERATIONAL,4.4,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","107 W Main St, Kutztown"
165,Great Wall,OPERATIONAL,4.1,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","807 N Easton Rd #107, Doylestown"
166,Buona Cucina Italiano,OPERATIONAL,4.6,2.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1519 Irene St, Bethlehem"
167,Wendy's,OPERATIONAL,3.5,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","308 Broadway, Bethlehem"
168,Pizza Pub,OPERATIONAL,4.1,1.0,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","1115 Bethlehem Pike, Sellersville"
169,Delicioso Pizza & Subs,OPERATIONAL,4.6,1.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","1032 Hamilton St, Allentown"
170,Your Kitchen,OPERATIONAL,4.1,,"['restaurant', 'food', 'point_of_interest', 'establishment']","459 NJ-31 k, Hampton"
171,Green Chili indian Restaurant,OPERATIONAL,4.7,2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","641 S West End Blvd, Quakertown"
