Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Country,United States,,,,8/31/2022,11.7
Msa,"Akron, OH",OH,,,8/31/2022,10.4
Msa,"Albany, NY",NY,,,8/31/2022,10.1
Msa,"Albuquerque, NM",NM,,,8/31/2022,14
Msa,"Allentown, PA",PA,,,8/31/2022,13.4
Msa,"Atlanta, GA",GA,,,8/31/2022,16.8
Msa,"Augusta, GA",GA,,,8/31/2022,11.6
Msa,"Austin, TX",TX,,,8/31/2022,21.5
Msa,"Bakersfield, CA",CA,,,8/31/2022,16.5
Msa,"Baltimore, MD",MD,,,8/31/2022,8.2
Msa,"Baton Rouge, LA",LA,,,8/31/2022,6.2
Msa,"Birmingham, AL",AL,,,8/31/2022,10.9
Msa,"Boise City, ID",ID,,,8/31/2022,21.9
Msa,"Boston, MA",MA,,,8/31/2022,9.4
Msa,"Buffalo, NY",NY,,,8/31/2022,12.6
Msa,"Charleston, SC",SC,,,8/31/2022,15.9
Msa,"Charlotte, NC",NC,,,8/31/2022,16.6
Msa,"Chicago, IL",IL,,,8/31/2022,8.9
Msa,"Cincinnati, OH",OH,,,8/31/2022,12.3
Msa,"Cleveland, OH",OH,,,8/31/2022,12.1
Msa,"Colorado Springs, CO",CO,,,8/31/2022,15.8
Msa,"Columbia, SC",SC,,,8/31/2022,11.9
Msa,"Columbus, OH",OH,,,8/31/2022,11.5
Msa,"Dallas-Fort Worth, TX",TX,,,8/31/2022,18.6
Msa,"Dayton, OH",OH,,,8/31/2022,12.8
Msa,"Daytona Beach, FL",FL,,,8/31/2022,20
Msa,"Denver, CO",CO,,,8/31/2022,17.8
Msa,"Des Moines, IA",IA,,,8/31/2022,7.7
Msa,"Detroit, MI",MI,,,8/31/2022,11.2
Msa,"El Paso, TX",TX,,,8/31/2022,17.6
Msa,"Fort Collins, CO",CO,,,8/31/2022,11.1
Msa,"Fort Myers, FL",FL,,,8/31/2022,69.2
Msa,"Fresno, CA",CA,,,8/31/2022,15
Msa,"Grand Rapids, MI",MI,,,8/31/2022,11.3
Msa,"Greensboro, NC",NC,,,8/31/2022,21.1
Msa,"Greenville, SC",SC,,,8/31/2022,10.4
Msa,"Harrisburg, PA",PA,,,8/31/2022,9.7
Msa,"Hartford, CT",CT,,,8/31/2022,13.2
Msa,"Houston, TX",TX,,,8/31/2022,12.3
Msa,"Indianapolis, IN",IN,,,8/31/2022,12.2
Msa,"Jackson, MS",MS,,,8/31/2022,10.8
Msa,"Jacksonville, FL",FL,,,8/31/2022,18.7
Msa,"Kansas City, MO",MO,,,8/31/2022,10.7
Msa,"Knoxville, TN",TN,,,8/31/2022,16.4
Msa,"Lakeland, FL",FL,,,8/31/2022,16.7
Msa,"Las Vegas, NV",NV,,,8/31/2022,14.3
Msa,"Little Rock, AR",AR,,,8/31/2022,8.1
Msa,"Los Angeles-Long Beach-Anaheim, CA",CA,,,8/31/2022,11.6
Msa,"Louisville-Jefferson County, KY",KY,,,8/31/2022,9.4
Msa,"Madison, WI",WI,,,8/31/2022,9.6
Msa,"McAllen, TX",TX,,,8/31/2022,10.7
Msa,"Memphis, TN",TN,,,8/31/2022,12.1
Msa,"Miami-Fort Lauderdale, FL",FL,,,8/31/2022,14.5
Msa,"Milwaukee, WI",WI,,,8/31/2022,9.5
Msa,"Minneapolis-St Paul, MN",MN,,,8/31/2022,9
Msa,"Nashville, TN",TN,,,8/31/2022,16.3
Msa,"New Haven, CT",CT,,,8/31/2022,13.9
Msa,"New Orleans, LA",LA,,,8/31/2022,9.5
Msa,"New York, NY",NY,,,8/31/2022,8.3
Msa,"North Port-Sarasota-Bradenton, FL",FL,,,8/31/2022,41.1
Msa,"Ogden, UT",UT,,,8/31/2022,16.5
Msa,"Oklahoma City, OK",OK,,,8/31/2022,10.2
Msa,"Omaha, NE",NE,,,8/31/2022,10
Msa,"Orlando, FL",FL,,,8/31/2022,12
Msa,"Philadelphia, PA",PA,,,8/31/2022,10.9
Msa,"Phoenix, AZ",AZ,,,8/31/2022,21.7
Msa,"Pittsburgh, PA",PA,,,8/31/2022,10.6
Msa,"Portland, OR",OR,,,8/31/2022,13.3
Msa,"Providence, RI",RI,,,8/31/2022,14.6
Msa,"Provo, UT",UT,,,8/31/2022,17.9
Msa,"Raleigh, NC",NC,,,8/31/2022,34.2
Msa,"Richmond, VA",VA,,,8/31/2022,9.2
Msa,"Riverside, CA",CA,,,8/31/2022,17.2
Msa,"Rochester, NY",NY,,,8/31/2022,10.6
Msa,"Sacramento, CA",CA,,,8/31/2022,15.4
Msa,"Salt Lake City, UT",UT,,,8/31/2022,15.7
Msa,"San Antonio, TX",TX,,,8/31/2022,14.1
Msa,"San Diego, CA",CA,,,8/31/2022,18.9
Msa,"San Francisco, CA",CA,,,8/31/2022,7.1
Msa,"San Jose, CA",CA,,,8/31/2022,5.1
Msa,"Seattle, WA",WA,,,8/31/2022,11.6
Msa,"Springfield, MA",MA,,,8/31/2022,11.8
Msa,"St. Louis, MO",MO,,,8/31/2022,10
Msa,"Stamford, CT",CT,,,8/31/2022,11.7
Msa,"Stockton, CA",CA,,,8/31/2022,15.4
Msa,"Syracuse, NY",NY,,,8/31/2022,9.2
Msa,"Tampa, FL",FL,,,8/31/2022,23.3
Msa,"Toledo, OH",OH,,,8/31/2022,11.1
Msa,"Tucson, AZ",AZ,,,8/31/2022,17.7
Msa,"Tulsa, OK",OK,,,8/31/2022,10.8
Msa,"Urban Honolulu, HI",HI,,,8/31/2022,8.7
Msa,"Ventura, CA",CA,,,8/31/2022,15.6
Msa,"Virginia Beach, VA",VA,,,8/31/2022,10.1
Msa,"Washington, DC",DC,,,8/31/2022,8.3
Msa,"Wichita, KS",KS,,,8/31/2022,10.6
Msa,"Winston-Salem, NC",NC,,,8/31/2022,32
Msa,"Worcester, MA",MA,,,8/31/2022,13.7
Zip,27013,NC,Rowan County,Cleveland,8/31/2022,13.8
Zip,27054,NC,Rowan County,Woodleaf,8/31/2022,11.9
Zip,27502,NC,Wake County,Apex,8/31/2022,33.4
Zip,27504,NC,Johnston County,Benson,8/31/2022,29.3
Zip,27508,NC,Franklin County,Bunn,8/31/2022,29.5
Zip,27511,NC,Wake County,Cary,8/31/2022,33.7
Zip,27513,NC,Wake County,Cary,8/31/2022,33.7
Zip,27518,NC,Wake County,Cary,8/31/2022,33.7
Zip,27519,NC,Wake County,Cary,8/31/2022,32.4
Zip,27520,NC,Johnston County,Clayton,8/31/2022,30.2
Zip,27523,NC,Wake County,Apex,8/31/2022,33.1
Zip,27524,NC,Johnston County,Four Oaks,8/31/2022,28.5
Zip,27525,NC,Franklin County,Franklinton,8/31/2022,31.4
Zip,27526,NC,Wake County,Fuquay Varina,8/31/2022,33.2
Zip,27527,NC,Johnston County,Clayton,8/31/2022,30.2
Zip,27529,NC,Wake County,Garner,8/31/2022,33.6
Zip,27539,NC,Wake County,Apex,8/31/2022,33.4
Zip,27540,NC,Wake County,Holly Springs,8/31/2022,34
Zip,27542,NC,Johnston County,Kenly,8/31/2022,29.3
Zip,27545,NC,Wake County,Knightdale,8/31/2022,34.7
Zip,27549,NC,Franklin County,Louisburg,8/31/2022,29
Zip,27555,NC,Johnston County,Micro,8/31/2022,32
Zip,27560,NC,Wake County,Morrisville,8/31/2022,33.4
Zip,27562,NC,Wake County,New Hill,8/31/2022,32.7
Zip,27568,NC,Johnston County,Pine Level,8/31/2022,31.1
Zip,27569,NC,Johnston County,Princeton,8/31/2022,28.1
Zip,27571,NC,Wake County,Rolesville,8/31/2022,33.2
Zip,27576,NC,Johnston County,Selma,8/31/2022,31.3
Zip,27577,NC,Johnston County,Smithfield,8/31/2022,30.2
Zip,27587,NC,Wake County,Wake Forest,8/31/2022,33.4
Zip,27591,NC,Wake County,Wendell,8/31/2022,34.5
Zip,27592,NC,Wake County,Willow Spring,8/31/2022,32.9
Zip,27596,NC,Franklin County,Youngsville,8/31/2022,30.3
Zip,27597,NC,Wake County,Zebulon,8/31/2022,33.1
Zip,27601,NC,Wake County,Raleigh,8/31/2022,31.4
Zip,27603,NC,Wake County,Raleigh,8/31/2022,33.8
Zip,27604,NC,Wake County,Raleigh,8/31/2022,35.3
Zip,27605,NC,Wake County,Raleigh,8/31/2022,29.5
Zip,27606,NC,Wake County,Raleigh,8/31/2022,33
Zip,27607,NC,Wake County,Raleigh,8/31/2022,32.5
Zip,27608,NC,Wake County,Raleigh,8/31/2022,31.6
Zip,27609,NC,Wake County,Raleigh,8/31/2022,33
Zip,27610,NC,Wake County,Raleigh,8/31/2022,36.5
Zip,27612,NC,Wake County,Raleigh,8/31/2022,32.2
Zip,27613,NC,Wake County,Raleigh,8/31/2022,32.6
Zip,27614,NC,Wake County,Raleigh,8/31/2022,32.7
Zip,27615,NC,Wake County,Raleigh,8/31/2022,32.9
Zip,27616,NC,Wake County,Raleigh,8/31/2022,34.8
Zip,27617,NC,Wake County,Raleigh,8/31/2022,31.4
Zip,27816,NC,Nash County,Castalia,8/31/2022,26.2
Zip,28006,NC,Gaston County,Alexis,8/31/2022,14.6
Zip,28012,NC,Gaston County,Belmont,8/31/2022,15
Zip,28016,NC,Gaston County,Bessemer City,8/31/2022,16
Zip,28021,NC,Gaston County,Cherryville,8/31/2022,15.4
Zip,28023,NC,Rowan County,China Grove,8/31/2022,15.5
Zip,28025,NC,Cabarrus County,Concord,8/31/2022,16
Zip,28027,NC,Cabarrus County,Concord,8/31/2022,15.7
Zip,28031,NC,Mecklenburg County,Cornelius,8/31/2022,15.2
Zip,28032,NC,Gaston County,Cramerton,8/31/2022,14.8
Zip,28033,NC,Lincoln County,Crouse,8/31/2022,15.4
Zip,28034,NC,Gaston County,Dallas,8/31/2022,16.6
Zip,28036,NC,Mecklenburg County,Davidson,8/31/2022,14.6
Zip,28037,NC,Lincoln County,Denver,8/31/2022,13.5
Zip,28039,NC,Rowan County,East Spencer,8/31/2022,26.7
Zip,28041,NC,Rowan County,Faith,8/31/2022,14.8
Zip,28052,NC,Gaston County,Gastonia,8/31/2022,17.6
Zip,28054,NC,Gaston County,Gastonia,8/31/2022,16.5
Zip,28056,NC,Gaston County,Gastonia,8/31/2022,15.6
Zip,28071,NC,Rowan County,Gold Hill,8/31/2022,13.6
Zip,28075,NC,Cabarrus County,Harrisburg,8/31/2022,15.1
Zip,28077,NC,Gaston County,High Shoals,8/31/2022,16.6
Zip,28078,NC,Mecklenburg County,Huntersville,8/31/2022,14.9
Zip,28079,NC,Union County,Indian Trail,8/31/2022,15.2
Zip,28080,NC,Lincoln County,Iron Station,8/31/2022,14.3
Zip,28081,NC,Cabarrus County,Kannapolis,8/31/2022,17.2
Zip,28083,NC,Cabarrus County,Kannapolis,8/31/2022,17.4
Zip,28088,NC,Rowan County,Landis,8/31/2022,16.4
Zip,28092,NC,Lincoln County,Lincolnton,8/31/2022,15.2
Zip,28098,NC,Gaston County,Lowell,8/31/2022,15.8
Zip,28101,NC,Gaston County,Mc Adenville,8/31/2022,14.7
Zip,28103,NC,Union County,Marshville,8/31/2022,15.2
Zip,28104,NC,Union County,Stallings,8/31/2022,14.3
Zip,28105,NC,Mecklenburg County,Matthews,8/31/2022,15.4
Zip,28107,NC,Cabarrus County,Midland,8/31/2022,15.9
Zip,28110,NC,Union County,Monroe,8/31/2022,15.2
Zip,28112,NC,Union County,Monroe,8/31/2022,15.6
Zip,28115,NC,Iredell County,Mooresville,8/31/2022,15
Zip,28117,NC,Iredell County,Mooresville,8/31/2022,14.9
Zip,28120,NC,Gaston County,Mount Holly,8/31/2022,14.9
Zip,28124,NC,Cabarrus County,Mount Pleasant,8/31/2022,14.7
Zip,28125,NC,Rowan County,Mount Ulla,8/31/2022,15.2
Zip,28134,NC,Mecklenburg County,Pineville,8/31/2022,15.6
Zip,28138,NC,Rowan County,Rockwell,8/31/2022,15.8
Zip,28144,NC,Rowan County,Salisbury,8/31/2022,15
Zip,28146,NC,Rowan County,Salisbury,8/31/2022,15.4
Zip,28147,NC,Rowan County,Salisbury,8/31/2022,14.7
Zip,28159,NC,Rowan County,Spencer,8/31/2022,15.9
Zip,28164,NC,Gaston County,Stanley,8/31/2022,14.6
Zip,28166,NC,Iredell County,Troutman,8/31/2022,14.9
Zip,28168,NC,Lincoln County,Vale,8/31/2022,14.8
Zip,28173,NC,Union County,Waxhaw,8/31/2022,14.3
Zip,28174,NC,Union County,Wingate,8/31/2022,16.7
Zip,28202,NC,Mecklenburg County,Charlotte,8/31/2022,11.6
Zip,28203,NC,Mecklenburg County,Charlotte,8/31/2022,13.6
Zip,28204,NC,Mecklenburg County,Charlotte,8/31/2022,13.3
Zip,28205,NC,Mecklenburg County,Charlotte,8/31/2022,15.8
Zip,28206,NC,Mecklenburg County,Charlotte,8/31/2022,19.1
Zip,28207,NC,Mecklenburg County,Charlotte,8/31/2022,13.4
Zip,28208,NC,Mecklenburg County,Charlotte,8/31/2022,18.7
Zip,28209,NC,Mecklenburg County,Charlotte,8/31/2022,14.5
Zip,28210,NC,Mecklenburg County,Charlotte,8/31/2022,14.3
Zip,28211,NC,Mecklenburg County,Charlotte,8/31/2022,14.6
Zip,28212,NC,Mecklenburg County,Charlotte,8/31/2022,18.3
Zip,28213,NC,Mecklenburg County,Charlotte,8/31/2022,17.1
Zip,28214,NC,Mecklenburg County,Charlotte,8/31/2022,17.5
Zip,28215,NC,Mecklenburg County,Charlotte,8/31/2022,17.4
Zip,28216,NC,Mecklenburg County,Charlotte,8/31/2022,17.5
Zip,28217,NC,Mecklenburg County,Charlotte,8/31/2022,19
Zip,28226,NC,Mecklenburg County,Charlotte,8/31/2022,14.5
Zip,28227,NC,Mecklenburg County,Mint Hill,8/31/2022,16.9
Zip,28262,NC,Mecklenburg County,Charlotte,8/31/2022,17.1
Zip,28269,NC,Mecklenburg County,Charlotte,8/31/2022,16.8
Zip,28270,NC,Mecklenburg County,Charlotte,8/31/2022,14.8
Zip,28273,NC,Mecklenburg County,Charlotte,8/31/2022,16.1
Zip,28277,NC,Mecklenburg County,Charlotte,8/31/2022,14.5
Zip,28278,NC,Mecklenburg County,Charlotte,8/31/2022,15.4
Zip,28625,NC,Iredell County,Statesville,8/31/2022,15.5
Zip,28634,NC,Iredell County,Harmony,8/31/2022,13.3
Zip,28660,NC,Iredell County,Olin,8/31/2022,15.3
Zip,28677,NC,Iredell County,Statesville,8/31/2022,16
Zip,28689,NC,Iredell County,Union Grove,8/31/2022,14.7
Zip,29014,SC,Chester County,Blackstock,8/31/2022,8.5
Zip,29055,SC,Chester County,Great Falls,8/31/2022,9.8
Zip,29058,SC,Lancaster County,Heath Springs,8/31/2022,14.1
Zip,29067,SC,Lancaster County,Kershaw,8/31/2022,14.2
Zip,29704,SC,York County,Catawba,8/31/2022,16.2
Zip,29706,SC,Chester County,Chester,8/31/2022,12.2
Zip,29707,SC,York County,Fort Mill,8/31/2022,14.1
Zip,29708,SC,York County,Fort Mill,8/31/2022,15.6
Zip,29710,SC,York County,Clover,8/31/2022,15.4
Zip,29712,SC,Chester County,Edgemoor,8/31/2022,9.2
Zip,29714,SC,Chester County,Fort Lawn,8/31/2022,6
Zip,29715,SC,York County,Fort Mill,8/31/2022,16.2
Zip,29717,SC,York County,Hickory Grove,8/31/2022,13.5
Zip,29720,SC,Lancaster County,Lancaster,8/31/2022,15.6
Zip,29726,SC,York County,Mc Connells,8/31/2022,18.9
Zip,29729,SC,Chester County,Richburg,8/31/2022,6.1
Zip,29730,SC,York County,Rock Hill,8/31/2022,17.7
Zip,29732,SC,York County,Rock Hill,8/31/2022,16.5
Zip,29742,SC,York County,Sharon,8/31/2022,17.7
Zip,29743,SC,York County,Smyrna,8/31/2022,13.5
Zip,29745,SC,York County,York,8/31/2022,16.5
Zip,30002,GA,Dekalb County,Avondale Estates,8/31/2022,13.5
Zip,30004,GA,Fulton County,Milton,8/31/2022,14.7
Zip,30005,GA,Fulton County,Alpharetta,8/31/2022,14.6
Zip,30008,GA,Cobb County,Marietta,8/31/2022,17.4
Zip,30009,GA,Fulton County,Alpharetta,8/31/2022,14.7
Zip,30011,GA,Barrow County,Auburn,8/31/2022,15.7
Zip,30012,GA,Rockdale County,Conyers,8/31/2022,18.9
Zip,30013,GA,Rockdale County,Conyers,8/31/2022,19.1
Zip,30014,GA,Newton County,Covington,8/31/2022,16.5
Zip,30016,GA,Newton County,Covington,8/31/2022,16.7
Zip,30017,GA,Gwinnett County,Grayson,8/31/2022,16.2
Zip,30019,GA,Gwinnett County,Dacula,8/31/2022,16.5
Zip,30021,GA,Dekalb County,Clarkston,8/31/2022,16.8
Zip,30022,GA,Fulton County,Johns Creek,8/31/2022,14
Zip,30024,GA,Gwinnett County,Suwanee,8/31/2022,15.6
Zip,30025,GA,Walton County,Social Circle,8/31/2022,14
Zip,30028,GA,Forsyth County,Cumming,8/31/2022,16.8
Zip,30030,GA,Dekalb County,Decatur,8/31/2022,11.9
Zip,30032,GA,Dekalb County,Candler-Mcafee,8/31/2022,18.7
Zip,30033,GA,Dekalb County,Decatur,8/31/2022,12.9
Zip,30034,GA,Dekalb County,Panthersville,8/31/2022,17.8
Zip,30035,GA,Dekalb County,Stone Mountain,8/31/2022,19.3
Zip,30038,GA,Dekalb County,Lithonia,8/31/2022,16.1
Zip,30039,GA,Gwinnett County,Snellville,8/31/2022,17.4
Zip,30040,GA,Forsyth County,Cumming,8/31/2022,16.3
Zip,30041,GA,Forsyth County,Cumming,8/31/2022,16.1
Zip,30043,GA,Gwinnett County,Lawrenceville,8/31/2022,16.8
Zip,30044,GA,Gwinnett County,Lawrenceville,8/31/2022,17.2
Zip,30045,GA,Gwinnett County,Lawrenceville,8/31/2022,17
Zip,30046,GA,Gwinnett County,Lawrenceville,8/31/2022,17.6
Zip,30047,GA,Gwinnett County,Lilburn,8/31/2022,16.6
Zip,30052,GA,Gwinnett County,Loganville,8/31/2022,16.7
Zip,30054,GA,Newton County,Oxford,8/31/2022,15.3
Zip,30055,GA,Jasper County,Mansfield,8/31/2022,12.2
Zip,30056,GA,Jasper County,Newborn,8/31/2022,13.4
Zip,30058,GA,Dekalb County,Lithonia,8/31/2022,16.2
Zip,30060,GA,Cobb County,Marietta,8/31/2022,17
Zip,30062,GA,Cobb County,Marietta,8/31/2022,13.9
Zip,30064,GA,Cobb County,Marietta,8/31/2022,14.9
Zip,30066,GA,Cobb County,Marietta,8/31/2022,15.1
Zip,30067,GA,Cobb County,Marietta,8/31/2022,15.1
Zip,30068,GA,Cobb County,Marietta,8/31/2022,13.5
Zip,30071,GA,Gwinnett County,Norcross,8/31/2022,16.5
Zip,30072,GA,Dekalb County,Pine Lake,8/31/2022,16.3
Zip,30075,GA,Fulton County,Roswell,8/31/2022,14
Zip,30076,GA,Fulton County,Roswell,8/31/2022,13.9
Zip,30078,GA,Gwinnett County,Snellville,8/31/2022,16.8
Zip,30079,GA,Dekalb County,Scottdale,8/31/2022,13.9
Zip,30080,GA,Cobb County,Smyrna,8/31/2022,15.1
Zip,30082,GA,Cobb County,Smyrna,8/31/2022,14.8
Zip,30083,GA,Dekalb County,Stone Mountain,8/31/2022,17.9
Zip,30084,GA,Dekalb County,Tucker,8/31/2022,15.3
Zip,30087,GA,Dekalb County,Stone Mountain,8/31/2022,16.7
Zip,30088,GA,Dekalb County,Stone Mountain,8/31/2022,16.9
Zip,30092,GA,Gwinnett County,Peachtree Corners,8/31/2022,14.5
Zip,30093,GA,Gwinnett County,Norcross,8/31/2022,17.8
Zip,30094,GA,Rockdale County,Conyers,8/31/2022,18.9
Zip,30096,GA,Gwinnett County,Duluth,8/31/2022,16.3
Zip,30097,GA,Gwinnett County,Duluth,8/31/2022,14.8
Zip,30101,GA,Cobb County,Acworth,8/31/2022,15.9
Zip,30102,GA,Cobb County,Acworth,8/31/2022,16.6
Zip,30103,GA,Bartow County,Adairsville,8/31/2022,13.2
Zip,30106,GA,Cobb County,Austell,8/31/2022,17.7
Zip,30107,GA,Cherokee County,Ball Ground,8/31/2022,16.1
Zip,30108,GA,Carroll County,Bowdon,8/31/2022,16.6
Zip,30110,GA,Haralson County,Bremen,8/31/2022,10.5
Zip,30113,GA,Haralson County,Buchanan,8/31/2022,10.4
Zip,30114,GA,Cherokee County,Canton,8/31/2022,16
Zip,30115,GA,Cherokee County,Canton,8/31/2022,15.8
Zip,30116,GA,Carroll County,Carrollton,8/31/2022,16
Zip,30117,GA,Carroll County,Carrollton,8/31/2022,16.3
Zip,30120,GA,Bartow County,Cartersville,8/31/2022,14.4
Zip,30121,GA,Bartow County,Cartersville,8/31/2022,14.1
Zip,30122,GA,Douglas County,Lithia Springs,8/31/2022,15.6
Zip,30126,GA,Cobb County,Mableton,8/31/2022,15.6
Zip,30127,GA,Cobb County,Powder Springs,8/31/2022,16.4
Zip,30132,GA,Paulding County,Dallas,8/31/2022,18.8
Zip,30134,GA,Douglas County,Douglasville,8/31/2022,17.5
Zip,30135,GA,Douglas County,Douglasville,8/31/2022,15.6
Zip,30137,GA,Bartow County,Emerson,8/31/2022,13.8
Zip,30141,GA,Paulding County,Hiram,8/31/2022,19.1
Zip,30143,GA,Pickens County,Jasper,8/31/2022,10.3
Zip,30144,GA,Cobb County,Kennesaw,8/31/2022,15.9
Zip,30145,GA,Bartow County,Kingston,8/31/2022,14.7
Zip,30148,GA,Dawson County,Marble Hill,8/31/2022,11
Zip,30152,GA,Cobb County,Kennesaw,8/31/2022,15.2
Zip,30157,GA,Paulding County,Dallas,8/31/2022,19.8
Zip,30168,GA,Cobb County,Austell,8/31/2022,18.3
Zip,30170,GA,Carroll County,Carrollton,8/31/2022,14.4
Zip,30171,GA,Gordon County,Fairmount,8/31/2022,15.5
Zip,30175,GA,Pickens County,Talking Rock,8/31/2022,13.9
Zip,30176,GA,Haralson County,Tallapoosa,8/31/2022,10
Zip,30177,GA,Pickens County,Tate,8/31/2022,9.7
Zip,30179,GA,Carroll County,Temple,8/31/2022,17.1
Zip,30180,GA,Carroll County,Villa Rica,8/31/2022,15.6
Zip,30182,GA,Haralson County,Waco,8/31/2022,12.9
Zip,30183,GA,Cherokee County,Waleska,8/31/2022,16.2
Zip,30184,GA,Bartow County,White,8/31/2022,14.8
Zip,30185,GA,Carroll County,Whitesburg,8/31/2022,16.6
Zip,30187,GA,Douglas County,Winston,8/31/2022,15.4
Zip,30188,GA,Cherokee County,Woodstock,8/31/2022,16.2
Zip,30189,GA,Cherokee County,Woodstock,8/31/2022,16
Zip,30204,GA,Lamar County,Barnesville,8/31/2022,9.6
Zip,30205,GA,Fayette County,Brooks,8/31/2022,12.7
Zip,30206,GA,Pike County,Concord,8/31/2022,10.9
Zip,30213,GA,Fulton County,Fairburn,8/31/2022,17.1
Zip,30214,GA,Fayette County,Fayetteville,8/31/2022,14.1
Zip,30215,GA,Fayette County,Fayetteville,8/31/2022,13.8
Zip,30216,GA,Butts County,Flovilla,8/31/2022,13.5
Zip,30217,GA,Heard County,Franklin,8/31/2022,11
Zip,30218,GA,Meriwether County,Gay,8/31/2022,10.7
Zip,30220,GA,Coweta County,Grantville,8/31/2022,14.5
Zip,30222,GA,Meriwether County,Greenville,8/31/2022,10
Zip,30223,GA,Spalding County,Griffin,8/31/2022,15.1
Zip,30224,GA,Spalding County,Griffin,8/31/2022,14.1
Zip,30228,GA,Henry County,Hampton,8/31/2022,18
Zip,30233,GA,Butts County,Jackson,8/31/2022,11.4
Zip,30234,GA,Butts County,Jenkinsburg,8/31/2022,14.5
Zip,30236,GA,Clayton County,Jonesboro,8/31/2022,19.6
Zip,30238,GA,Clayton County,Jonesboro,8/31/2022,20.4
Zip,30248,GA,Henry County,Locust Grove,8/31/2022,16.8
Zip,30251,GA,Meriwether County,Luthersville,8/31/2022,11.7
Zip,30252,GA,Henry County,McDonough,8/31/2022,16.8
Zip,30253,GA,Henry County,McDonough,8/31/2022,17.3
Zip,30256,GA,Pike County,Meansville,8/31/2022,11.2
Zip,30257,GA,Lamar County,Milner,8/31/2022,9.3
Zip,30258,GA,Pike County,Molena,8/31/2022,10.9
Zip,30259,GA,Coweta County,Moreland,8/31/2022,15.1
Zip,30260,GA,Clayton County,Morrow,8/31/2022,21.2
Zip,30263,GA,Coweta County,Newnan,8/31/2022,14.6
Zip,30265,GA,Coweta County,Newnan,8/31/2022,14.5
Zip,30268,GA,Fulton County,Palmetto,8/31/2022,16.6
Zip,30269,GA,Fayette County,Peachtree City,8/31/2022,12.3
Zip,30273,GA,Clayton County,Rex,8/31/2022,19.9
Zip,30274,GA,Clayton County,Riverdale,8/31/2022,22.3
Zip,30276,GA,Coweta County,Senoia,8/31/2022,14.1
Zip,30277,GA,Coweta County,Sharpsburg,8/31/2022,13.6
Zip,30281,GA,Henry County,Stockbridge,8/31/2022,16.9
Zip,30288,GA,Dekalb County,Conley,8/31/2022,20.4
Zip,30290,GA,Fayette County,Tyrone,8/31/2022,12.2
Zip,30291,GA,Fulton County,Union City,8/31/2022,19
Zip,30292,GA,Pike County,Williamson,8/31/2022,11.9
Zip,30293,GA,Meriwether County,Woodbury,8/31/2022,10.5
Zip,30294,GA,Dekalb County,Ellenwood,8/31/2022,16.9
Zip,30295,GA,Pike County,Zebulon,8/31/2022,11.1
Zip,30296,GA,Clayton County,Riverdale,8/31/2022,20.4
Zip,30297,GA,Clayton County,Forest Park,8/31/2022,24.1
Zip,30303,GA,Fulton County,Atlanta,8/31/2022,13.8
Zip,30305,GA,Fulton County,Atlanta,8/31/2022,11.9
Zip,30306,GA,Fulton County,Atlanta,8/31/2022,12.3
Zip,30307,GA,Fulton County,Atlanta,8/31/2022,11.8
Zip,30308,GA,Fulton County,Atlanta,8/31/2022,12.3
Zip,30309,GA,Fulton County,Atlanta,8/31/2022,11.9
Zip,30310,GA,Fulton County,Atlanta,8/31/2022,20.8
Zip,30311,GA,Fulton County,Atlanta,8/31/2022,20.2
Zip,30312,GA,Fulton County,Atlanta,8/31/2022,14.1
Zip,30313,GA,Fulton County,Atlanta,8/31/2022,13.4
Zip,30314,GA,Fulton County,Atlanta,8/31/2022,24
Zip,30315,GA,Fulton County,Atlanta,8/31/2022,19.3
Zip,30316,GA,Fulton County,Atlanta,8/31/2022,14.7
Zip,30317,GA,Fulton County,Atlanta,8/31/2022,13
Zip,30318,GA,Fulton County,Atlanta,8/31/2022,15.4
Zip,30319,GA,Dekalb County,Brookhaven,8/31/2022,12.2
Zip,30324,GA,Fulton County,Atlanta,8/31/2022,12.1
Zip,30326,GA,Fulton County,Atlanta,8/31/2022,10.4
Zip,30327,GA,Fulton County,Atlanta,8/31/2022,12.8
Zip,30328,GA,Fulton County,Sandy Springs,8/31/2022,12.9
Zip,30329,GA,Dekalb County,North Druid Hills,8/31/2022,12
Zip,30331,GA,Fulton County,Atlanta,8/31/2022,16.9
Zip,30336,GA,Fulton County,Atlanta,8/31/2022,16.7
Zip,30337,GA,Fulton County,College Park,8/31/2022,16.9
Zip,30338,GA,Dekalb County,Dunwoody,8/31/2022,12.4
Zip,30339,GA,Cobb County,Vinings,8/31/2022,13.5
Zip,30340,GA,Dekalb County,Doraville,8/31/2022,14
Zip,30341,GA,Dekalb County,Chamblee,8/31/2022,12.9
Zip,30342,GA,Fulton County,Sandy Springs,8/31/2022,12.1
Zip,30344,GA,Fulton County,East Point,8/31/2022,17.1
Zip,30345,GA,Dekalb County,Chamblee,8/31/2022,12
Zip,30346,GA,Dekalb County,Dunwoody,8/31/2022,12.3
Zip,30349,GA,Clayton County,Riverdale,8/31/2022,18.1
Zip,30350,GA,Fulton County,Sandy Springs,8/31/2022,13.9
Zip,30354,GA,Fulton County,Atlanta,8/31/2022,18.5
Zip,30360,GA,Dekalb County,Dunwoody,8/31/2022,14.4
Zip,30363,GA,Fulton County,Atlanta,8/31/2022,12.5
