Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Zip,34698,FL,Pinellas County,Dunedin,8/31/2022,23.1
Zip,34705,FL,Lake County,Astatula,8/31/2022,13
Zip,34711,FL,Lake County,Clermont,8/31/2022,11.9
Zip,34714,FL,Osceola County,Citrus Ridge,8/31/2022,12
Zip,34715,FL,Lake County,Clermont,8/31/2022,12.6
Zip,34729,FL,Lake County,Ferndale,8/31/2022,16.2
Zip,34731,FL,Lake County,Fruitland Park,8/31/2022,12.8
Zip,34734,FL,Orange County,Gotha,8/31/2022,11.6
Zip,34736,FL,Lake County,Groveland,8/31/2022,12.2
Zip,34737,FL,Lake County,Howey in the Hills,8/31/2022,12.1
Zip,34739,FL,Osceola County,Kenansville,8/31/2022,13.1
Zip,34741,FL,Osceola County,Kissimmee,8/31/2022,12.7
Zip,34743,FL,Osceola County,Kissimmee,8/31/2022,12.4
Zip,34744,FL,Osceola County,Kissimmee,8/31/2022,12.1
Zip,34746,FL,Osceola County,Kissimmee,8/31/2022,12.1
Zip,34747,FL,Osceola County,Citrus Ridge,8/31/2022,10.9
Zip,34748,FL,Lake County,Leesburg,8/31/2022,12.1
Zip,34753,FL,Lake County,Mascotte,8/31/2022,13.5
Zip,34756,FL,Lake County,Montverde,8/31/2022,12.2
Zip,34758,FL,Polk County,Poinciana,8/31/2022,12.7
Zip,34760,FL,Orange County,Oakland,8/31/2022,11.7
Zip,34761,FL,Orange County,Ocoee,8/31/2022,11.9
Zip,34762,FL,Lake County,Leesburg,8/31/2022,13.3
Zip,34769,FL,Osceola County,Saint Cloud,8/31/2022,12.6
Zip,34771,FL,Osceola County,Saint Cloud,8/31/2022,12.2
Zip,34772,FL,Osceola County,Saint Cloud,8/31/2022,12.4
Zip,34773,FL,Osceola County,Saint Cloud,8/31/2022,12.1
Zip,34786,FL,Orange County,Windermere,8/31/2022,11.4
Zip,34787,FL,Orange County,Winter Garden,8/31/2022,12
Zip,34788,FL,Lake County,Leesburg,8/31/2022,13.1
Zip,34797,FL,Lake County,Yalaha,8/31/2022,11.9
Zip,37013,TN,Davidson County,Nashville,8/31/2022,14.2
Zip,37014,TN,Williamson County,Arrington,8/31/2022,16.8
Zip,37015,TN,Cheatham County,Ashland City,8/31/2022,17
Zip,37016,TN,Cannon County,Auburntown,8/31/2022,11.5
Zip,37020,TN,Bedford County,Bell Buckle,8/31/2022,16.1
Zip,37022,TN,Sumner County,Bethpage,8/31/2022,16.8
Zip,37025,TN,Hickman County,Bon Aqua,8/31/2022,11.2
Zip,37026,TN,Cannon County,Bradyville,8/31/2022,10.2
Zip,37027,TN,Williamson County,Brentwood,8/31/2022,15.5
Zip,37029,TN,Dickson County,Burns,8/31/2022,15.8
Zip,37030,TN,Smith County,Carthage,8/31/2022,10
Zip,37031,TN,Sumner County,Castalian Springs,8/31/2022,13.8
Zip,37032,TN,Robertson County,Cedar Hill,8/31/2022,16.3
Zip,37033,TN,Hickman County,Centerville,8/31/2022,9.1
Zip,37035,TN,Cheatham County,Chapmansboro,8/31/2022,17.2
Zip,37036,TN,Dickson County,Charlotte,8/31/2022,15.2
Zip,37037,TN,Rutherford County,Christiana,8/31/2022,18.5
Zip,37046,TN,Williamson County,College Grove,8/31/2022,17
Zip,37048,TN,Sumner County,Walnut Grove,8/31/2022,15.4
Zip,37049,TN,Robertson County,Cross Plains,8/31/2022,16.8
Zip,37051,TN,Montgomery County,Cunningham,8/31/2022,18.9
Zip,37055,TN,Dickson County,Dickson,8/31/2022,19.2
Zip,37057,TN,Macon County,Dixon Springs,8/31/2022,9.7
Zip,37060,TN,Rutherford County,Eagleville,8/31/2022,19
Zip,37062,TN,Williamson County,Fairview,8/31/2022,15.4
Zip,37064,TN,Williamson County,Franklin,8/31/2022,16.4
Zip,37066,TN,Sumner County,Gallatin,8/31/2022,14.9
Zip,37067,TN,Williamson County,Franklin,8/31/2022,16.4
Zip,37069,TN,Williamson County,Franklin,8/31/2022,16.4
Zip,37072,TN,Davidson County,Goodlettsville,8/31/2022,14.7
Zip,37073,TN,Robertson County,Greenbrier,8/31/2022,15
Zip,37074,TN,Trousdale County,Hartsville,8/31/2022,10
Zip,37075,TN,Sumner County,Hendersonville,8/31/2022,15
Zip,37076,TN,Davidson County,Nashville,8/31/2022,14.1
Zip,37080,TN,Davidson County,Nashville,8/31/2022,14.8
Zip,37082,TN,Cheatham County,Kingston Springs,8/31/2022,17.2
Zip,37083,TN,Macon County,Lafayette,8/31/2022,9
Zip,37085,TN,Rutherford County,Lascassas,8/31/2022,18.3
Zip,37086,TN,Rutherford County,La Vergne,8/31/2022,17.9
Zip,37087,TN,Wilson County,Lebanon,8/31/2022,15.6
Zip,37090,TN,Wilson County,Lebanon,8/31/2022,15.8
Zip,37098,TN,Hickman County,Lyles,8/31/2022,8.6
Zip,37115,TN,Davidson County,Nashville,8/31/2022,14.5
Zip,37118,TN,Rutherford County,Milton,8/31/2022,19.2
Zip,37122,TN,Wilson County,Mount Juliet,8/31/2022,15.1
Zip,37127,TN,Rutherford County,Murfreesboro,8/31/2022,17.9
Zip,37128,TN,Rutherford County,Murfreesboro,8/31/2022,18.2
Zip,37129,TN,Rutherford County,Murfreesboro,8/31/2022,18.5
Zip,37130,TN,Rutherford County,Murfreesboro,8/31/2022,18
Zip,37135,TN,Williamson County,Nolensville,8/31/2022,16.2
Zip,37137,TN,Hickman County,Nunnelly,8/31/2022,8.7
Zip,37138,TN,Davidson County,Nashville,8/31/2022,14.1
Zip,37140,TN,Hickman County,Only,8/31/2022,5.4
Zip,37141,TN,Robertson County,Orlinda,8/31/2022,15.3
Zip,37143,TN,Cheatham County,Pegram,8/31/2022,17.1
Zip,37145,TN,Smith County,Pleasant Shade,8/31/2022,10.2
Zip,37146,TN,Cheatham County,Pleasant View,8/31/2022,16.7
Zip,37148,TN,Sumner County,Portland,8/31/2022,16
Zip,37149,TN,Rutherford County,Readyville,8/31/2022,14.3
Zip,37150,TN,Macon County,Red Boiling Springs,8/31/2022,9.6
Zip,37151,TN,Smith County,Riddleton,8/31/2022,10.6
Zip,37153,TN,Rutherford County,Rockvale,8/31/2022,18.8
Zip,37167,TN,Rutherford County,Smyrna,8/31/2022,18.4
Zip,37172,TN,Robertson County,Springfield,8/31/2022,15.3
Zip,37174,TN,Maury County,Spring Hill,8/31/2022,16.7
Zip,37179,TN,Williamson County,Thompsons Station,8/31/2022,16.7
Zip,37181,TN,Dickson County,Vanleer,8/31/2022,13.6
Zip,37184,TN,Wilson County,Watertown,8/31/2022,16
Zip,37186,TN,Sumner County,Westmoreland,8/31/2022,14.6
Zip,37187,TN,Dickson County,White Bluff,8/31/2022,18
Zip,37188,TN,Robertson County,White House,8/31/2022,15.3
Zip,37189,TN,Davidson County,Nashville,8/31/2022,14.1
Zip,37190,TN,Cannon County,Woodbury,8/31/2022,10.2
Zip,37201,TN,Davidson County,Nashville,8/31/2022,10.2
Zip,37203,TN,Davidson County,Nashville,8/31/2022,11.4
Zip,37204,TN,Davidson County,Nashville,8/31/2022,13.2
Zip,37205,TN,Davidson County,Nashville,8/31/2022,13.1
Zip,37206,TN,Davidson County,Nashville,8/31/2022,13
Zip,37207,TN,Davidson County,Nashville,8/31/2022,15.1
Zip,37208,TN,Davidson County,Nashville,8/31/2022,14.9
Zip,37209,TN,Davidson County,Nashville,8/31/2022,13.3
Zip,37210,TN,Davidson County,Nashville,8/31/2022,13.7
Zip,37211,TN,Davidson County,Nashville,8/31/2022,13.8
Zip,37212,TN,Davidson County,Nashville,8/31/2022,12.1
Zip,37214,TN,Davidson County,Nashville,8/31/2022,14.8
Zip,37215,TN,Davidson County,Nashville,8/31/2022,13.3
Zip,37216,TN,Davidson County,Nashville,8/31/2022,13.8
Zip,37217,TN,Davidson County,Nashville,8/31/2022,14.6
Zip,37218,TN,Davidson County,Nashville,8/31/2022,14.4
Zip,37219,TN,Davidson County,Nashville,8/31/2022,10
Zip,37220,TN,Davidson County,Nashville,8/31/2022,12.6
Zip,37221,TN,Davidson County,Nashville,8/31/2022,13.5
Zip,38401,TN,Maury County,Columbia,8/31/2022,17.4
Zip,38451,TN,Maury County,Culleoka,8/31/2022,17.2
Zip,38454,TN,Hickman County,Duck River,8/31/2022,9.8
Zip,38474,TN,Maury County,Mount Pleasant,8/31/2022,15.2
Zip,38476,TN,Williamson County,Primm Springs,8/31/2022,17.5
Zip,38482,TN,Maury County,Santa Fe,8/31/2022,15
Zip,38487,TN,Maury County,Williamsport,8/31/2022,15.4
Zip,38547,TN,Smith County,South Carthage,8/31/2022,10
Zip,38552,TN,Smith County,Chestnut Mound,8/31/2022,10
Zip,38560,TN,Smith County,Elmwood,8/31/2022,10.7
Zip,38563,TN,Smith County,Gordonsville,8/31/2022,9.7
Zip,38567,TN,Smith County,Hickman,8/31/2022,10.7
Zip,41001,KY,Campbell County,Alexandria,8/31/2022,10.9
Zip,41002,KY,Bracken County,Augusta,8/31/2022,7.5
Zip,41004,KY,Bracken County,Brooksville,8/31/2022,7.5
Zip,41005,KY,Boone County,Burlington,8/31/2022,10.6
Zip,41006,KY,Pendleton County,Butler,8/31/2022,8.4
Zip,41007,KY,Campbell County,Mentor,8/31/2022,11.9
Zip,41010,KY,Owen County,Corinth,8/31/2022,8
Zip,41011,KY,Kenton County,Covington,8/31/2022,10.2
Zip,41014,KY,Kenton County,Covington,8/31/2022,13.4
Zip,41015,KY,Kenton County,Covington,8/31/2022,10.2
Zip,41016,KY,Kenton County,Ludlow,8/31/2022,10.4
Zip,41017,KY,Kenton County,Edgewood,8/31/2022,10.1
Zip,41018,KY,Kenton County,Erlanger,8/31/2022,11
Zip,41030,KY,Grant County,Crittenden,8/31/2022,8.2
Zip,41033,KY,Pendleton County,Demossville,8/31/2022,9.8
Zip,41035,KY,Grant County,Dry Ridge,8/31/2022,8
Zip,41040,KY,Pendleton County,Falmouth,8/31/2022,7.8
Zip,41042,KY,Boone County,Florence,8/31/2022,10.8
Zip,41043,KY,Bracken County,Foster,8/31/2022,8.3
Zip,41048,KY,Boone County,Hebron,8/31/2022,10.3
Zip,41051,KY,Kenton County,Independence,8/31/2022,10.5
Zip,41052,KY,Grant County,Dry Ridge,8/31/2022,8.9
Zip,41059,KY,Campbell County,Melbourne,8/31/2022,12.4
Zip,41063,KY,Kenton County,Morning View,8/31/2022,10.8
Zip,41071,KY,Campbell County,Newport,8/31/2022,12.4
Zip,41073,KY,Campbell County,Bellevue,8/31/2022,13.1
Zip,41074,KY,Campbell County,Dayton,8/31/2022,9.3
Zip,41075,KY,Campbell County,Fort Thomas,8/31/2022,10.5
Zip,41076,KY,Campbell County,Cold Spring,8/31/2022,10.7
Zip,41080,KY,Boone County,Petersburg,8/31/2022,13.4
Zip,41085,KY,Campbell County,Silver Grove,8/31/2022,10.6
Zip,41086,KY,Gallatin County,Warsaw,8/31/2022,8.9
Zip,41091,KY,Boone County,Union,8/31/2022,10
Zip,41092,KY,Boone County,Verona,8/31/2022,10
Zip,41094,KY,Boone County,Walton,8/31/2022,10.6
Zip,41095,KY,Gallatin County,Warsaw,8/31/2022,8.9
Zip,41097,KY,Grant County,Williamstown,8/31/2022,7.8
Zip,45001,OH,Hamilton County,Addyston,8/31/2022,10.3
Zip,45002,OH,Hamilton County,Cleves,8/31/2022,12.6
Zip,45005,OH,Warren County,Franklin,8/31/2022,11.6
Zip,45011,OH,Butler County,Hamilton,8/31/2022,13.2
Zip,45013,OH,Butler County,Hamilton,8/31/2022,12.7
Zip,45014,OH,Butler County,Fairfield,8/31/2022,12.8
Zip,45015,OH,Butler County,Hamilton,8/31/2022,14.2
Zip,45030,OH,Hamilton County,Harrison,8/31/2022,13.3
Zip,45032,OH,Warren County,Harveysburg,8/31/2022,12.2
Zip,45033,OH,Hamilton County,Cleves,8/31/2022,17.6
Zip,45034,OH,Warren County,Kings Mills,8/31/2022,11.2
Zip,45036,OH,Warren County,Lebanon,8/31/2022,11.5
Zip,45039,OH,Warren County,Maineville,8/31/2022,11.2
Zip,45040,OH,Warren County,Mason,8/31/2022,10.7
Zip,45041,OH,Hamilton County,Cleves,8/31/2022,13.6
Zip,45042,OH,Butler County,Middletown,8/31/2022,14
Zip,45044,OH,Butler County,Middletown,8/31/2022,13.2
Zip,45050,OH,Butler County,Monroe,8/31/2022,13
Zip,45052,OH,Hamilton County,North Bend,8/31/2022,12
Zip,45053,OH,Butler County,Okeana,8/31/2022,12.6
Zip,45054,OH,Warren County,Oregonia,8/31/2022,11.7
Zip,45056,OH,Butler County,Oxford,8/31/2022,11.9
Zip,45062,OH,Butler County,Seven Mile,8/31/2022,15.6
Zip,45064,OH,Butler County,Somerville,8/31/2022,10.9
Zip,45065,OH,Warren County,South Lebanon,8/31/2022,11.1
Zip,45066,OH,Warren County,Springboro,8/31/2022,10.6
Zip,45067,OH,Butler County,Trenton,8/31/2022,12.9
Zip,45068,OH,Warren County,Waynesville,8/31/2022,11.4
Zip,45069,OH,Butler County,West Chester,8/31/2022,12.9
Zip,45101,OH,Brown County,Aberdeen,8/31/2022,9
Zip,45102,OH,Clermont County,Amelia,8/31/2022,12.5
Zip,45103,OH,Clermont County,Batavia,8/31/2022,11.8
Zip,45106,OH,Clermont County,Bethel,8/31/2022,11.4
Zip,45111,OH,Hamilton County,Camp Dennison,8/31/2022,13.9
Zip,45112,OH,Clermont County,Chilo,8/31/2022,5.5
Zip,45118,OH,Brown County,Fayetteville,8/31/2022,9.7
Zip,45120,OH,Clermont County,Felicity,8/31/2022,10.7
Zip,45121,OH,Brown County,Georgetown,8/31/2022,9.3
Zip,45122,OH,Clermont County,Goshen,8/31/2022,11.6
Zip,45130,OH,Brown County,Hamersville,8/31/2022,9.5
Zip,45131,OH,Brown County,Higginsport,8/31/2022,11.9
Zip,45140,OH,Clermont County,Loveland,8/31/2022,11.3
Zip,45147,OH,Clermont County,Loveland,8/31/2022,12.3
Zip,45150,OH,Clermont County,Milford,8/31/2022,12.1
Zip,45152,OH,Warren County,Morrow,8/31/2022,11.6
Zip,45153,OH,Clermont County,Moscow,8/31/2022,13.4
Zip,45154,OH,Brown County,Mount Orab,8/31/2022,9.1
Zip,45156,OH,Clermont County,Moscow,8/31/2022,4.3
Zip,45157,OH,Clermont County,New Richmond,8/31/2022,12.3
Zip,45158,OH,Clermont County,Goshen,8/31/2022,10.7
Zip,45160,OH,Clermont County,Owensville,8/31/2022,12.8
Zip,45162,OH,Clermont County,Goshen,8/31/2022,11.4
Zip,45167,OH,Brown County,Ripley,8/31/2022,8.5
Zip,45168,OH,Brown County,Russellville,8/31/2022,9.7
Zip,45171,OH,Brown County,Sardinia,8/31/2022,9.2
Zip,45174,OH,Hamilton County,Terrace Park,8/31/2022,11.8
Zip,45176,OH,Clermont County,Williamsburg,8/31/2022,10.9
Zip,45202,OH,Hamilton County,Cincinnati,8/31/2022,11.3
Zip,45203,OH,Hamilton County,Cincinnati,8/31/2022,12.8
Zip,45204,OH,Hamilton County,Cincinnati,8/31/2022,15.6
Zip,45205,OH,Hamilton County,Cincinnati,8/31/2022,17
Zip,45206,OH,Hamilton County,Cincinnati,8/31/2022,13.4
Zip,45207,OH,Hamilton County,Cincinnati,8/31/2022,19.6
Zip,45208,OH,Hamilton County,Cincinnati,8/31/2022,11.3
Zip,45209,OH,Hamilton County,Cincinnati,8/31/2022,11.2
Zip,45211,OH,Hamilton County,Cincinnati,8/31/2022,14.8
Zip,45212,OH,Hamilton County,Norwood,8/31/2022,14.5
Zip,45213,OH,Hamilton County,Cincinnati,8/31/2022,13.7
Zip,45214,OH,Hamilton County,Cincinnati,8/31/2022,17.1
Zip,45215,OH,Hamilton County,Wyoming,8/31/2022,13.5
Zip,45216,OH,Hamilton County,Cincinnati,8/31/2022,15.2
Zip,45217,OH,Hamilton County,Saint Bernard,8/31/2022,14.3
Zip,45218,OH,Hamilton County,Greenhills,8/31/2022,14.8
Zip,45219,OH,Hamilton County,Cincinnati,8/31/2022,12.7
Zip,45220,OH,Hamilton County,Cincinnati,8/31/2022,12.6
Zip,45223,OH,Hamilton County,Cincinnati,8/31/2022,14.3
Zip,45224,OH,Hamilton County,Cincinnati,8/31/2022,14.1
Zip,45225,OH,Hamilton County,Cincinnati,8/31/2022,17.6
Zip,45226,OH,Hamilton County,Cincinnati,8/31/2022,11.5
Zip,45227,OH,Hamilton County,Cincinnati,8/31/2022,14.1
Zip,45229,OH,Hamilton County,Cincinnati,8/31/2022,13.8
Zip,45230,OH,Hamilton County,Cincinnati,8/31/2022,13
Zip,45231,OH,Hamilton County,Finneytown,8/31/2022,14.1
Zip,45232,OH,Hamilton County,Cincinnati,8/31/2022,15.4
Zip,45233,OH,Hamilton County,Cincinnati,8/31/2022,12.3
Zip,45236,OH,Hamilton County,Deer Park,8/31/2022,13.5
Zip,45237,OH,Hamilton County,Cincinnati,8/31/2022,15.4
Zip,45238,OH,Hamilton County,Cincinnati,8/31/2022,14.7
Zip,45239,OH,Hamilton County,White Oak,8/31/2022,14.4
Zip,45240,OH,Hamilton County,Forest Park,8/31/2022,14.5
Zip,45241,OH,Hamilton County,Sharonville,8/31/2022,12.9
Zip,45242,OH,Hamilton County,Blue Ash,8/31/2022,11.9
Zip,45243,OH,Hamilton County,Madeira,8/31/2022,11.5
Zip,45244,OH,Hamilton County,Dry Run,8/31/2022,12
Zip,45245,OH,Hamilton County,Cincinnati,8/31/2022,11.8
Zip,45246,OH,Hamilton County,Springdale,8/31/2022,13.5
Zip,45247,OH,Hamilton County,White Oak,8/31/2022,12.8
Zip,45248,OH,Hamilton County,Bridgetown,8/31/2022,13.1
Zip,45249,OH,Hamilton County,Montgomery,8/31/2022,11.1
Zip,45251,OH,Hamilton County,Northgate,8/31/2022,14.2
Zip,45252,OH,Hamilton County,Harrison,8/31/2022,12.8
Zip,45255,OH,Hamilton County,Cincinnati,8/31/2022,12.6
Zip,47001,IN,Dearborn County,Aurora,8/31/2022,8.5
Zip,47003,IN,Union County,West College Corner,8/31/2022,7.6
Zip,47018,IN,Dearborn County,Dillsboro,8/31/2022,8.7
Zip,47022,IN,Dearborn County,Guilford,8/31/2022,8.8
Zip,47025,IN,Dearborn County,Hidden Valley,8/31/2022,8.5
Zip,47032,IN,Dearborn County,Moores Hill,8/31/2022,8.6
Zip,47040,IN,Ohio County,Rising Sun,8/31/2022,8.6
Zip,47060,IN,Dearborn County,West Harrison,8/31/2022,8.3
Zip,47325,IN,Union County,Brownsville,8/31/2022,12.2
Zip,47353,IN,Union County,Liberty,8/31/2022,9.5
Zip,54002,WI,Saint Croix County,Baldwin,8/31/2022,10
Zip,54003,WI,Pierce County,Beldenville,8/31/2022,6.6
Zip,54007,WI,Saint Croix County,Deer Park,8/31/2022,10.4
Zip,54011,WI,Pierce County,Ellsworth,8/31/2022,6.4
Zip,54013,WI,Saint Croix County,Glenwood City,8/31/2022,9.8
Zip,54014,WI,Pierce County,Hager City,8/31/2022,6.3
Zip,54015,WI,Saint Croix County,Hammond,8/31/2022,9.2
Zip,54016,WI,Saint Croix County,Hudson,8/31/2022,9.1
Zip,54017,WI,Saint Croix County,New Richmond,8/31/2022,9.4
Zip,54021,WI,Pierce County,Prescott,8/31/2022,6.4
Zip,54022,WI,Pierce County,River Falls,8/31/2022,7.3
Zip,54023,WI,Saint Croix County,Roberts,8/31/2022,9
Zip,54025,WI,Saint Croix County,Somerset,8/31/2022,9.9
Zip,54027,WI,Saint Croix County,Wilson,8/31/2022,9.2
Zip,54028,WI,Saint Croix County,Woodville,8/31/2022,9.7
Zip,54082,WI,Saint Croix County,Houlton,8/31/2022,8.9
Zip,54723,WI,Pierce County,Bay City,8/31/2022,6.3
Zip,54740,WI,Pierce County,Elmwood,8/31/2022,7.1
Zip,54750,WI,Pierce County,Maiden Rock,8/31/2022,6.3
Zip,54761,WI,Pierce County,Plum City,8/31/2022,6.5
Zip,54767,WI,Pierce County,Spring Valley,8/31/2022,6.7
Zip,55001,MN,Washington County,Afton,8/31/2022,10.2
Zip,55003,MN,Washington County,Bayport,8/31/2022,9.3
Zip,55005,MN,Anoka County,East Bethel,8/31/2022,9.8
Zip,55008,MN,Isanti County,Cambridge,8/31/2022,8.7
Zip,55011,MN,Anoka County,East Bethel,8/31/2022,9.6
Zip,55012,MN,Chisago County,Center City,8/31/2022,9.1
Zip,55013,MN,Chisago County,Chisago City,8/31/2022,9.9
Zip,55014,MN,Anoka County,Lino Lakes,8/31/2022,9.1
Zip,55016,MN,Washington County,Cottage Grove,8/31/2022,9.5
Zip,55017,MN,Isanti County,Dalbo,8/31/2022,10.3
Zip,55020,MN,Scott County,Elko New Market,8/31/2022,8.2
Zip,55024,MN,Dakota County,Farmington,8/31/2022,8.4
Zip,55025,MN,Washington County,Forest Lake,8/31/2022,9.6
Zip,55029,MN,Isanti County,Cambridge,8/31/2022,8
Zip,55031,MN,Dakota County,Hampton,8/31/2022,8.8
Zip,55032,MN,Chisago County,Harris,8/31/2022,9.4
Zip,55033,MN,Dakota County,Hastings,8/31/2022,8.8
Zip,55038,MN,Washington County,Hugo,8/31/2022,8.9
Zip,55040,MN,Isanti County,Isanti,8/31/2022,8.6
Zip,55042,MN,Washington County,Lake Elmo,8/31/2022,9.1
Zip,55043,MN,Washington County,Lakeland,8/31/2022,8.7
Zip,55044,MN,Dakota County,Lakeville,8/31/2022,8.1
Zip,55045,MN,Chisago County,Lindstrom,8/31/2022,9.3
Zip,55047,MN,Washington County,Marine on Saint Croix,8/31/2022,9.9
Zip,55054,MN,Scott County,Elko New Market,8/31/2022,8.4
Zip,55055,MN,Washington County,Newport,8/31/2022,10.6
Zip,55056,MN,Chisago County,North Branch,8/31/2022,9.5
Zip,55065,MN,Dakota County,Randolph,8/31/2022,9
Zip,55068,MN,Dakota County,Rosemount,8/31/2022,8.2
Zip,55069,MN,Chisago County,Rush City,8/31/2022,8.8
Zip,55070,MN,Anoka County,Saint Francis,8/31/2022,10.1
Zip,55071,MN,Washington County,Saint Paul Park,8/31/2022,10.1
Zip,55073,MN,Washington County,Scandia,8/31/2022,10.2
Zip,55074,MN,Chisago County,Shafer,8/31/2022,8.9
Zip,55075,MN,Dakota County,South Saint Paul,8/31/2022,8.5
Zip,55076,MN,Dakota County,Inver Grove Heights,8/31/2022,8.5
Zip,55077,MN,Dakota County,Inver Grove Heights,8/31/2022,8
Zip,55079,MN,Chisago County,Stacy,8/31/2022,9.5
Zip,55080,MN,Isanti County,Stanchfield,8/31/2022,10.4
Zip,55082,MN,Washington County,Stillwater,8/31/2022,9.5
Zip,55084,MN,Chisago County,Taylors Falls,8/31/2022,9.6
Zip,55085,MN,Dakota County,Vermillion,8/31/2022,8.2
Zip,55090,MN,Washington County,Willernie,8/31/2022,10
Zip,55092,MN,Chisago County,Wyoming,8/31/2022,9.6
Zip,55101,MN,Ramsey County,Saint Paul,8/31/2022,6.5
Zip,55102,MN,Ramsey County,Saint Paul,8/31/2022,8.5
Zip,55103,MN,Ramsey County,Saint Paul,8/31/2022,9.8
Zip,55104,MN,Ramsey County,Saint Paul,8/31/2022,8.7
Zip,55105,MN,Ramsey County,Saint Paul,8/31/2022,7.8
Zip,55106,MN,Ramsey County,Saint Paul,8/31/2022,9.6
Zip,55107,MN,Ramsey County,Saint Paul,8/31/2022,9.6
Zip,55108,MN,Ramsey County,Saint Paul,8/31/2022,8.9
Zip,55109,MN,Ramsey County,Maplewood,8/31/2022,8.9
Zip,55110,MN,Ramsey County,White Bear Lake,8/31/2022,9.3
Zip,55112,MN,Ramsey County,New Brighton,8/31/2022,8.9
Zip,55113,MN,Ramsey County,Roseville,8/31/2022,8.4
Zip,55114,MN,Ramsey County,Saint Paul,8/31/2022,7.4
Zip,55115,MN,Washington County,Mahtomedi,8/31/2022,8.9
Zip,55116,MN,Ramsey County,Saint Paul,8/31/2022,8
Zip,55117,MN,Ramsey County,Saint Paul,8/31/2022,9.3
Zip,55118,MN,Dakota County,West Saint Paul,8/31/2022,7.7
Zip,55119,MN,Ramsey County,Saint Paul,8/31/2022,9.7
Zip,55120,MN,Dakota County,Mendota Heights,8/31/2022,7.5
Zip,55121,MN,Dakota County,Eagan,8/31/2022,8.1
Zip,55122,MN,Dakota County,Eagan,8/31/2022,8.2
Zip,55123,MN,Dakota County,Eagan,8/31/2022,8
Zip,55124,MN,Dakota County,Apple Valley,8/31/2022,8.3
Zip,55125,MN,Washington County,Woodbury,8/31/2022,9.2
Zip,55126,MN,Ramsey County,Shoreview,8/31/2022,9.2
Zip,55127,MN,Ramsey County,Vadnais Heights,8/31/2022,8.7
Zip,55128,MN,Washington County,Oakdale,8/31/2022,9.3
Zip,55129,MN,Washington County,Woodbury,8/31/2022,8.9
Zip,55130,MN,Ramsey County,Saint Paul,8/31/2022,10.1
Zip,55150,MN,Dakota County,Mendota,8/31/2022,8.2
Zip,55301,MN,Wright County,Albertville,8/31/2022,8.3
Zip,55302,MN,Wright County,Annandale,8/31/2022,8.3
Zip,55303,MN,Anoka County,Ramsey,8/31/2022,9.7
Zip,55304,MN,Anoka County,Andover,8/31/2022,9.4
Zip,55305,MN,Hennepin County,Minnetonka,8/31/2022,7.5
Zip,55306,MN,Dakota County,Burnsville,8/31/2022,8.3
Zip,55307,MN,Sibley County,Arlington,8/31/2022,6.8
Zip,55308,MN,Sherburne County,Becker,8/31/2022,8.4
Zip,55309,MN,Sherburne County,Big Lake,8/31/2022,9.1
Zip,55311,MN,Hennepin County,Maple Grove,8/31/2022,7.9
Zip,55313,MN,Wright County,Buffalo,8/31/2022,8.4
Zip,55315,MN,Carver County,Carver,8/31/2022,8.1
Zip,55316,MN,Hennepin County,Champlin,8/31/2022,8.1
Zip,55317,MN,Carver County,Chanhassen,8/31/2022,7.8
Zip,55318,MN,Carver County,Chaska,8/31/2022,8
Zip,55319,MN,Sherburne County,Clear Lake,8/31/2022,8.5
Zip,55320,MN,Wright County,Clearwater,8/31/2022,9.2
Zip,55321,MN,Wright County,Cokato,8/31/2022,9
Zip,55322,MN,Carver County,Cologne,8/31/2022,8.4
Zip,55327,MN,Hennepin County,Dayton,8/31/2022,7.4
Zip,55328,MN,Wright County,Delano,8/31/2022,8.1
Zip,55330,MN,Sherburne County,Elk River,8/31/2022,8.7
Zip,55331,MN,Hennepin County,Shorewood,8/31/2022,7.7
Zip,55334,MN,Sibley County,Gaylord,8/31/2022,5.6
Zip,55335,MN,Sibley County,Gibbon,8/31/2022,6.6
Zip,55337,MN,Dakota County,Burnsville,8/31/2022,8.4
Zip,55338,MN,Sibley County,Green Isle,8/31/2022,7.1
Zip,55339,MN,Carver County,Hamburg,8/31/2022,8.5
Zip,55340,MN,Hennepin County,Medina,8/31/2022,7.3
Zip,55341,MN,Wright County,Hanover,8/31/2022,7.8
Zip,55343,MN,Hennepin County,Hopkins,8/31/2022,7.9
Zip,55344,MN,Hennepin County,Eden Prairie,8/31/2022,7.3
Zip,55345,MN,Hennepin County,Minnetonka,8/31/2022,7.7
Zip,55346,MN,Hennepin County,Eden Prairie,8/31/2022,8.1
Zip,55347,MN,Hennepin County,Eden Prairie,8/31/2022,7.9
Zip,55349,MN,Wright County,Howard Lake,8/31/2022,8.9
Zip,55352,MN,Scott County,Jordan,8/31/2022,8.9
Zip,55356,MN,Hennepin County,Orono,8/31/2022,8.5
Zip,55357,MN,Hennepin County,Greenfield,8/31/2022,8.2
Zip,55358,MN,Wright County,Maple Lake,8/31/2022,8.5
Zip,55359,MN,Hennepin County,Independence,8/31/2022,8.4
Zip,55360,MN,Carver County,Mayer,8/31/2022,9
Zip,55362,MN,Wright County,Monticello,8/31/2022,8.5
Zip,55363,MN,Wright County,Montrose,8/31/2022,8.4
Zip,55364,MN,Hennepin County,Mound,8/31/2022,8.5
Zip,55366,MN,Sibley County,New Auburn,8/31/2022,7.2
